course_number,course_name,unit,section,day,start_time,end_time,location,classroom,instructor,course_rate
48025,First Year Seminar: Architecture Edition I,3,A,TR,01:30PM,02:50PM,"Pittsburgh, Pennsylvania",MM  303,"Workinger, Heather",3.905714286
48050,Study Abroad,0,A,TBA,TBA,TBA,"Pittsburgh, Pennsylvania",TBA,TBA,
48095,Spatial Concepts for Non-Architects I,10,A,TR,01:30PM,04:20PM,"Pittsburgh, Pennsylvania",MM  321,"Barbuto, Nina Marie",4.143684211
48100,Architecture Design Studio: Foundation I,12,Lec 1,MWF,01:30PM,04:20PM,"Pittsburgh, Pennsylvania",MM  A14,TBA,4.410133333
48116,Building Physics,9,A,TR,03:00PM,04:20PM,"Pittsburgh, Pennsylvania",CFA 214,TBA,3.97
48120,Digital Media I,VAR,A,T,09:30AM,12:20PM,"Pittsburgh, Pennsylvania",CFA 214,TBA,4.132
48121,Drawing I,6,A,R,09:30AM,12:20PM,"Pittsburgh, Pennsylvania",CFA 214,"Cooper, William",4.285
48200,Architecture Design Studio: Elaboration I,18,Lec 1,M,01:30PM,02:50PM,"Pittsburgh, Pennsylvania",CFA 200,TBA,4.220298507
48215,Materials and Assembly,9,A,MWF,10:30AM,11:50AM,"Pittsburgh, Pennsylvania",CFA 214,"Damiani, Gerard",4.169
48241,Modern Architecture  This Section Cancelled,9,A,MWF,10:30AM,11:20AM,"Pittsburgh, Pennsylvania",MM  A14,"Gutschow, Kai",4.22
48250,Case Studies in Architecture and CitiesThis Section Cancelled,9,A,TR,10:30AM,11:50AM,"Pittsburgh, Pennsylvania",MM  303,"Gruber, Stefan",2.624
48300,Architecture Design Studio: Integration I,18,Lec 1,MWF,01:30PM,04:20PM,"Pittsburgh, Pennsylvania",POS 151,"Cupkova, Dana",3.804821429
48311,History of Architectural Theory,9,A,TR,12:00PM,01:20PM,"Pittsburgh, Pennsylvania",DH  1117,"Gutschow, Kai",4.67
48315,Environment I: Climate & Energy,9,Lec 1,TR,03:00PM,04:20PM,"Pittsburgh, Pennsylvania",MM  A14,"Loftness, Vivian",3.841818182
48324,Structures/Statics,9,A,TR,01:30PM,02:50PM,"Pittsburgh, Pennsylvania",MM  A14,"Oppenheim, Irving",4.3575
48355,Perspective This Section Cancelled,9,A,R,09:00AM,11:50AM,"Pittsburgh, Pennsylvania",MM  321,TBA,4.41625
48357,Anatomy and Organic Form,9,A,R,09:00AM,11:50AM,"Pittsburgh, Pennsylvania",MM  321,TBA,4.766
48368,"Rediscovering Antiquity: Travelers, Archeologists & Architects in Mediterranean",9,A,TR,12:00PM,01:20PM,"Pittsburgh, Pennsylvania",CFA 206A,"Torello, Francesca",3.875
48371,"American House and Housing, 1850-1975",9,A,TR,03:00PM,04:20PM,"Pittsburgh, Pennsylvania",CFA 102,"Shaw, Diane",4.49625
48400,Advanced Synthesis Options Studio I,18,Lec 1,F,01:30PM,02:50PM,"Pittsburgh, Pennsylvania",MM  312,TBA,4.131132075
48432,Environment II: Design Integration of Active Building Systems,9,A,TR,09:00AM,10:20AM,"Pittsburgh, Pennsylvania",BH  136A,"Baird, Nina",2.785714286
48470,Exploring Pattern Through Lamination,9,A,TR,10:30AM,11:50AM,"Pittsburgh, Pennsylvania",CFA SHOP,"Smith, Scott",4.692222222
48495,Scaling Change,9,A,MWF,12:30PM,01:20PM,"Pittsburgh, Pennsylvania",CFA 200,"Folan, John",5
48500,Advanced Synthesis Options Studio III,18,Lec 1,F,01:30PM,02:50PM,"Pittsburgh, Pennsylvania",MM  320,TBA,4.007954545
48509,Architecture Design Studio: Thesis I/ Independent Project,18,A,MWF,01:30PM,04:20PM,"Pittsburgh, Pennsylvania",MM  320,TBA,4.4
48524,Building Performance Modeling,9,A,TR,01:30PM,02:50PM,"Pittsburgh, Pennsylvania",MM  415IW,"Karaguzel, Omer",4
48531,Fabricating Customization: Prototype,9,A,R,01:30PM,04:20PM,"Pittsburgh, Pennsylvania",MM  C4,"Ficca, Jeremy",4.2025
48545,Digital Fabrication,9,A,TR,12:00PM,01:20PM,"Pittsburgh, Pennsylvania",MM  C4,"Pertierra, Jose",3.985714286
48555,Introduction to Architectural Robotics,6,A,TR,10:00AM,11:50AM,"Pittsburgh, Pennsylvania",MM  C4,"Pertierra, Jose",3.571428571
48558,Reality Computing,12,A,MW,01:30PM,03:20PM,"Pittsburgh, Pennsylvania",HL  106C,"Corbett, Thomas Folan, John",
48568,"Advanced CAD, BIM, and 3D Visualization",9,A,TR,01:30PM,02:50PM,"Pittsburgh, Pennsylvania",BH  140C,"Kurland, Kristen",4.557272727
48599,Independent Study,3-9,A,TBA,TBA,TBA,"Pittsburgh, Pennsylvania",TBA,"Kim, Man",4.318181818
48600,ASO Studio General,18,A,MWF,01:30PM,04:20PM,"Pittsburgh, Pennsylvania",MM  320,TBA,5
48624,Parametric Modeling,6,A1,TR,01:30PM,02:50PM,"Pittsburgh, Pennsylvania",CFA 317,TBA,4.082727273
48630,M.Arch Studio: Integration I,18,A,MWF,01:30PM,04:20PM,"Pittsburgh, Pennsylvania",MM  312,TBA,4.943333333
48634,Architectural Theory,9,A,TR,12:00PM,01:20PM,"Pittsburgh, Pennsylvania",DH  1117,"Gutschow, Kai",4.38
48635,Environment I: Climate & Energy,9,Lec 1,TR,03:00PM,04:20PM,"Pittsburgh, Pennsylvania",MM  A14,"Loftness, Vivian",4.33
48650,Advanced Synthesis Options Studio: M.Arch I,18,A,MWF,01:30PM,04:20PM,"Pittsburgh, Pennsylvania",MM  312,TBA,
48655,Environment II: Design Integration of Active Building Systems,9,A,TR,09:00AM,10:20AM,"Pittsburgh, Pennsylvania",BH  136A,"Baird, Nina",4.67
48691,MTID Studies,6,A,TBA,TBA,TBA,"Pittsburgh, Pennsylvania",DNM,"Kim, Man",
48692,MTID Explorations,6,A,TBA,TBA,TBA,"Pittsburgh, Pennsylvania",DNM,"Kim, Man",
48693,MTID Thesis Prep,18,A,TBA,TBA,TBA,"Pittsburgh, Pennsylvania",DNM,"Kim, Man",
48694,MTID Thesis Project,18,A,TBA,TBA,TBA,"Pittsburgh, Pennsylvania",DNM,"Kim, Man",
48700,Practicum,0-36,A,TBA,TBA,TBA,"Pittsburgh, Pennsylvania",DNM,"Carter, Donald Akin, Omer Hartkopf, Volker Krishnamurti, Ramesh Lam, Khee Poh Lee, Stephen Loftness, Vivian Karaguzel, Omer",
48702,Master\'s Project,18-36,A,TBA,TBA,TBA,"Pittsburgh, Pennsylvania",DNM,"Abdul-Aziz, Azizan Loftness, Vivian Cardoso Llach, Daniel Krishnamurti, Ramesh Cochran, Erica Karaguzel, Omer",
48705,Architecture Design Studio: Urban Placemaking Studio,18,A,MWF,01:30PM,04:20PM,"Pittsburgh, Pennsylvania",MM  407,"Danes, Stefani",4.295
48707,MUD Graduate Seminar,3,A,W,10:30AM,11:50AM,"Pittsburgh, Pennsylvania",CFA 206A,"Carter, Donald",4.583333333
48714,Data Analytics for Urban Design,9,A,TBA,TBA,TBA,"Pittsburgh, Pennsylvania",TBA,"Byrne, Daragh",3.2
48716,Computational Design Pre-Thesis Seminar,6,A,R,06:00PM,07:30PM,"Pittsburgh, Pennsylvania",MM  415IW,"Cardoso Llach, Daniel",4.29
48718,Urban Design Studio III,18,A,MWF,12:30PM,04:20PM,"Pittsburgh, Pennsylvania",MM  407,"Gruber, Stefan",4.25
48719,Architecture Design Studio: AECM UDBS,18,A,MWF,12:30PM,04:20PM,"Pittsburgh, Pennsylvania",CFA 200,"Folan, John",4.1475
48722,Building Performance Modeling,12,A,TR,01:30PM,02:50PM,"Pittsburgh, Pennsylvania",MM  415IW,"Karaguzel, Omer",4.140909091
48724,Scripting and Parametric Design,6,A2,TR,01:30PM,02:50PM,"Pittsburgh, Pennsylvania",CFA 317,"Krishnamurti, Ramesh Veloso, Pedro",3.976363636
48725,Real Estate Design and Development,VAR,A,TR,10:30AM,11:50AM,"Pittsburgh, Pennsylvania",CFA 206A,"Vavasis, Valentina",3.766666667
48727,"Inquiry into Computation, Architecture and Design",9,A,W,09:00AM,11:50AM,"Pittsburgh, Pennsylvania",MM  303,"Cardoso Llach, Daniel",4.39
48729,"Productivity, Health and the Quality of Buildings",9-12,A,TR,09:00AM,10:20AM,"Pittsburgh, Pennsylvania",MM  415IW,"Loftness, Vivian",4.076363636
48731,Sustainable Design Synthesis Prep,12,A,TBA,TBA,TBA,"Pittsburgh, Pennsylvania",TBA,"Cupkova, Dana Cochran, Erica",4.65875
48732,Sustainable Design Synthesis,"0,12,24",A,TBA,TBA,TBA,"Pittsburgh, Pennsylvania",TBA,"Cochran, Erica Cupkova, Dana",4.266666667
48734,Reactive Spaces and Media Architecture,9,A,MW,06:30PM,07:50PM,"Pittsburgh, Pennsylvania",HL  A10,"Marsico, Jakob",4.4025
48736,Master\'s Independent Study,0-99,A,TBA,TBA,TBA,"Pittsburgh, Pennsylvania",DNM,"Abdul-Aziz, Azizan",5
48738,Special Topics: Ecological Footprints,6,A,MW,10:30AM,11:50AM,"Pittsburgh, Pennsylvania",MM  415IW,"Hartkopf, Volker",3.821111111
48740,Urban Design Methods and Theory,9,A,F,10:00AM,12:20PM,"Pittsburgh, Pennsylvania",CFA 206A,"Kline, Jonathan",4.62
48745,Digital Fabrication,9,A,TR,12:00PM,01:20PM,"Pittsburgh, Pennsylvania",MM  C4,"Pertierra, Jose",
48749,Special Topics in CD: Critical Perspectives and Technologies,6,A,F,03:00PM,04:20PM,"Pittsburgh, Pennsylvania",MM  303,"Cardoso Llach, Daniel Byrne, Daragh",4.076666667
48750,History of Urban Design,9,A,TR,10:30AM,11:50AM,"Pittsburgh, Pennsylvania",CFA 102,"Shaw, Diane",4.573333333
48753,Intro to Urban Design Media,6,A1,TR,03:00PM,04:20PM,"Pittsburgh, Pennsylvania",BH  140C,"Dawkins, Marantha",3.837142857
48755,Introduction to Architectural Robotics,6,A,TR,10:00AM,11:50AM,"Pittsburgh, Pennsylvania",MM  C4,"Pertierra, Jose Bidgoli, Ardavan",4.833333333
48756,Project Planning and Reporting,VAR,A,F,09:00AM,11:50AM,"Pittsburgh, Pennsylvania",MM  415IW,"Swarup, Lipika",3.71
48757,Introduction to Computing for Creative Practices,10,A,TBA,TBA,TBA,"Pittsburgh, Pennsylvania",TBA,TBA,5
48759,Value Based Design Introduction,VAR,A,TR,01:30PM,02:50PM,"Pittsburgh, Pennsylvania",CFA 206A,"Eldaher, Nizar",4.041111111
48760,Value Based Design: Embedded Commissioning,VAR,A1,TR,03:00PM,04:20PM,"Pittsburgh, Pennsylvania",MM  303,TBA,4.023333333
48767,AECM Synthesis:Theory,6,A,T,06:30PM,09:20PM,"Pittsburgh, Pennsylvania",MM  415IW,"Bates, William",4.4275
48769,Thesis/Project,VAR,A,TBA,TBA,TBA,"Pittsburgh, Pennsylvania",DNM,"Akin, Omer Hartkopf, Volker Krishnamurti, Ramesh Karaguzel, Omer Lee, Stephen Loftness, Vivian Abdul-Aziz, Azizan Cochran, Erica",4.34
48771,Fabricating Customization: Prototype,9,A,R,01:30PM,04:20PM,"Pittsburgh, Pennsylvania",MM  C4,"Ficca, Jeremy",5
48772,MAAD Advanced Synthesis Options Studio I,18,A,MWF,01:30PM,04:20PM,"Pittsburgh, Pennsylvania",MM  320,"Ficca, Jeremy",5
48774,MAAD Pro-seminar I,3,A,F,12:00PM,01:20PM,"Pittsburgh, Pennsylvania",MM  300,"Ficca, Jeremy Gutschow, Kai",5
48782,Design + Computation 1: Programing,6,A1,TR,03:00PM,04:20PM,"Pittsburgh, Pennsylvania",CFA 317,"Krishnamurti, Ramesh Veloso, Pedro",4.33
48783,Generative Modeling (GRAD),9,A,TR,01:30PM,02:50PM,"Pittsburgh, Pennsylvania",MM  303,"Bard, Joshua",3.33
48784,Design + Computation II: Algorithms,6,A2,TR,03:00PM,04:20PM,"Pittsburgh, Pennsylvania",CFA 317,"Krishnamurti, Ramesh Veloso, Pedro",4.88
48790,Graduate Research Seminar,"6,9,12",A,TBA,TBA,TBA,"Pittsburgh, Pennsylvania",DNM,"Lee, Stephen Loftness, Vivian Karaguzel, Omer Hartkopf, Volker Krishnamurti, Ramesh Lam, Khee Poh",
48792,Ph.D. Independent Study,0-99,A,TBA,TBA,TBA,"Pittsburgh, Pennsylvania",DNM,"Abdul-Aziz, Azizan",4.933333333
48793,Ph.D. Thesis,0-99,A,TBA,TBA,TBA,"Pittsburgh, Pennsylvania",DNM,"Lee, Stephen Loftness, Vivian Akin, Omer Hartkopf, Volker Lam, Khee Poh Krishnamurti, Ramesh Karaguzel, Omer Cochran, Erica Cardoso Llach, Daniel",
48795,"LEED, Green Design and Building Rating in Global Context",6,A1,TR,10:30AM,11:50AM,"Pittsburgh, Pennsylvania",MM  415IW,"Baird, Nina",4.467777778
48797,PhD Dissertation Defense,"5.0,36",A,TBA,TBA,TBA,"Pittsburgh, Pennsylvania",DNM,"Lee, Stephen Loftness, Vivian Akin, Omer Hartkopf, Volker Krishnamurti, Ramesh Lam, Khee Poh",5
48801,Office Visits,6,A,T,09:00AM,05:00PM,"Pittsburgh, Pennsylvania",MM  410E,"Lee, Stephen",4.5
48802,Principles of Research I,6,A,W,09:00AM,05:00PM,"Pittsburgh, Pennsylvania",MM  410E,"Krishnamurti, Ramesh",4.25
48804,International Exchange I,12,A,S,09:00AM,05:00PM,"Pittsburgh, Pennsylvania",MM  410,"Marion, Flore",4.25
48805,Directed Study I,6,A,R,09:00AM,05:00PM,"Pittsburgh, Pennsylvania",MM  410E,"Akinci, Burcu",4.75
48811,Proposal Preparation,VAR,D,TBA,TBA,TBA,"Pittsburgh, Pennsylvania",DNM,"Cardoso Llach, Daniel",5
48812,Thesis Preparation DPP,VAR,D,TBA,TBA,TBA,"Pittsburgh, Pennsylvania",TBA,"Cardoso Llach, Daniel",5
60050,Study Abroad,0,A,TBA,TBA,TBA,"Pittsburgh, Pennsylvania",DNM,TBA,
60101,Concept Studio: The Self and the Human Being,10,A,MW,08:30AM,11:20AM,"Pittsburgh, Pennsylvania",CFA 310,"Beck, Kimberly",4.02
60105,Critical Theory in Art I,9,A,M,06:30PM,08:50PM,"Pittsburgh, Pennsylvania",CFA 303,TBA,4.27
60130,3-D Media Studio I: Sculptural Fabrication (Wood & Welding),5,A1,TR,01:30PM,04:20PM,"Pittsburgh, Pennsylvania",DH  C202,"Scarpone, Phillip",4.291222222
60141,Black and White Photography I,10,A,TR,08:30AM,11:20AM,"Pittsburgh, Pennsylvania",MM  B10,"Blum, Aaron",4.684615385
60142,Digital Photography I,10,A,MW,01:30PM,04:20PM,"Pittsburgh, Pennsylvania",MM  B2,"Vitone, Dylan",4.881428571
60150,2D Media Studio: Drawing,10,A,MW,08:30AM,11:20AM,"Pittsburgh, Pennsylvania",CFA 313,"Mullins, Paul",4.157
60157,Drawing for Non-Majors,10,A,MW,08:30AM,11:20AM,"Pittsburgh, Pennsylvania",CFA 308,"Kovak, Kristen",4.643333333
60200,Sophomore Review,0,A,TBA,TBA,TBA,"Pittsburgh, Pennsylvania",DNM,"Jefferson, Keni",
60201,Concept Studio: Space and Time,10,A,TR,01:30PM,04:20PM,"Pittsburgh, Pennsylvania",DH  C200,"Pell, Richard",3.936428571
60202,Concept Studio: Systems and Processes,10,A,MW,01:30PM,04:20PM,"Pittsburgh, Pennsylvania",CFA 310,"Carson, John",3.780625
60205,Critical Theory in Art III,9,A,W,06:30PM,08:50PM,"Pittsburgh, Pennsylvania",CFA 303,"Ragona, Melissa",3.241666667
60210,Electronic Media Studio: Introduction to Interactivity,10,A,MW,08:30AM,11:20AM,"Pittsburgh, Pennsylvania",CFA 318,TBA,4.133714286
60212,Electronic Media Studio: Interactivity and Computation for Creative Practice,12,A,F,08:30AM,11:20AM,"Pittsburgh, Pennsylvania",CFA 111,"Levin, Golan",4.975
60220,IDeATe Technical Character AnimationThis Section Cancelled,10,A,MW,03:00PM,04:20PM,"Pittsburgh, Pennsylvania",CFA 317,TBA,4.346666667
60223,IDeATe Portal: Introduction to Physical Computing,10,A,TR,02:30PM,04:20PM,"Pittsburgh, Pennsylvania",HL  A10,"Zacharias, Robert",4.246
60239,"Reading Pictures, Writing Photography",9,A,R,01:30PM,04:20PM,"Pittsburgh, Pennsylvania",PH  A19A,"Hsu, Leo",
60241,Black and White Photography II,10,A,MW,01:30PM,04:20PM,"Pittsburgh, Pennsylvania",MM  B10,"Gruzska, Jamie",4.571428571
60242,Digital Photography II,10,A,TR,08:30AM,11:20AM,"Pittsburgh, Pennsylvania",MM  B2,"Mantle, T. Ross",5
60245,Portrait Photography,10,A,MW,08:30AM,11:20AM,"Pittsburgh, Pennsylvania",MM  B14,"Perrott, Mark",4.8
60250,2D Media Studio: Painting,10,A,MW,08:30AM,11:20AM,"Pittsburgh, Pennsylvania",CFA 304,"Slavick, Susanne",4.516428571
60251,2D Media Studio: Print Media,10,A,TR,01:30PM,04:20PM,"Pittsburgh, Pennsylvania",DH  C300,"Yeh, Imin",4.144090909
60333,IDeATe: Character Rigging for Production  : IDeATe,10,A,TR,03:00PM,04:20PM,"Pittsburgh, Pennsylvania",BH  140F,TBA,4.875
60350,Business Fundamentals for Creative Practices,4.5,A1,TR,08:30AM,09:50AM,"Pittsburgh, Pennsylvania",CFA 111,TBA,
60376,Large Format Photography: The Antiquarian Avant-Garde,10,A,TR,01:30PM,04:20PM,"Pittsburgh, Pennsylvania",MM  B10,"Blum, Aaron",4.746
60390,Critical Studies: : Queer Art & Culture,9,A,MW,10:00AM,11:20AM,"Pittsburgh, Pennsylvania",CFA 303,"Silver, Suzie",3.508888889
60391,Critical Studies: : ABJECT to the SUPERCLEAN,9,A,T,01:30PM,04:20PM,"Pittsburgh, Pennsylvania",CFA 307,"Ragona, Melissa",4.436666667
60399,Art History/Theory Independent Study,9,A,TBA,TBA,TBA,"Pittsburgh, Pennsylvania",DNM,"Jefferson, Keni Cato, Mark",
60400,Senior Review,0,A,TBA,TBA,TBA,"Pittsburgh, Pennsylvania",DNM,"Cato, Mark Jefferson, Keni",
60401,Senior Studio,10,A,TR,01:30PM,04:20PM,"Pittsburgh, Pennsylvania",CFA 303,"Bingham, Robert Johnson, Andrew Wormsley, Alisha",4.028974359
60403,Senior Critique Seminar,10,A,TR,06:30PM,09:20PM,"Pittsburgh, Pennsylvania",CFA 4TH FL,"Yeh, Imin",4.20375
60405,Advanced ETB: Special Topic:  : Weird Pixels,10,A,MW,01:30PM,04:20PM,"Pittsburgh, Pennsylvania",CFA 318,"Silver, Suzie",
60415,Advanced ETB: Animation Studio,10,A,MW,08:30AM,11:20AM,"Pittsburgh, Pennsylvania",CFA 317,"Duesing, James",4.155
60416,Advanced ETB: Documentary Storytelling,10,A,TR,08:30AM,11:20AM,"Pittsburgh, Pennsylvania",CFA 318,"Pell, Richard",3.67
60419,Advanced ETB: Experimental Game Design,10,A,F,08:30AM,11:20AM,"Pittsburgh, Pennsylvania",CFA 303,"Pedercini, Paolo",4.41
60430,Advanced SIS: Open Sculpture,10,A,MW,01:30PM,04:20PM,"Pittsburgh, Pennsylvania",DH  B302,"Bingham, Robert",4.4325
60432,Advanced SIS: Special Topic: Object + Body,10,A,MW,06:30PM,09:20PM,"Pittsburgh, Pennsylvania",DH  D200,TBA,4.115
60445,SIS Studio: Live Matter This Section Cancelled,10,A,MW,08:30AM,11:20AM,"Pittsburgh, Pennsylvania",DH  C200,"Smith, Allison",
60453,Advanced DP3: Painting,10,A,MW,06:30PM,09:20PM,"Pittsburgh, Pennsylvania",CFA 4TH FL,"Shimoyama, Devan",4.367916667
60459,Advanced DP3: Draw/Paint,10,A,MW,08:30AM,11:20AM,"Pittsburgh, Pennsylvania",CFA 4TH FL,"Eggebrecht, Echo",4.59
60464,Advanced DP3: Expanding the Graphic Novel,10,A,TR,08:30AM,11:20AM,"Pittsburgh, Pennsylvania",CFA 313,"Pena, John",4.915
60474,Advanced DP3: Special Topic:  : Actions and Traces,10,A,MW,01:30PM,04:20PM,"Pittsburgh, Pennsylvania",DH  C300,"Beck, Kimberly",4.271818182
60496,ACTIVATED ANAMORPHS: Performative Inhabitables and Interactive Prostheses,10,A,MW,08:20AM,11:20AM,"Pittsburgh, Pennsylvania",DH  B303,"Andrew, Scott",5
60499,Studio Independent Study,5-10,A,TBA,TBA,TBA,"Pittsburgh, Pennsylvania",DNM,"Cato, Mark Jefferson, Keni",
60590,Internship,1-9,A,TBA,TBA,TBA,"Pittsburgh, Pennsylvania",DNM,"Cato, Mark",
60599,Exchange Independent Study,10-36,A,TBA,TBA,TBA,"Pittsburgh, Pennsylvania",DNM,TBA,
60701,M.F.A. Critical Studies Seminar I,12,A,M,06:30PM,09:20PM,"Pittsburgh, Pennsylvania",CFA 307,TBA,3.9205
60703,M.F.A. Studio,12-24,A,TBA,TBA,TBA,"Pittsburgh, Pennsylvania",DNM,"Rubin, Jon Shimoyama, Devan Slavick, Susanne Washko, Angela",
60706,M.F.A. Contextual Practice,12,A,M,06:30PM,09:20PM,"Pittsburgh, Pennsylvania",CFA 310,"Carson, John",3.375
60713,MFA Thesis Writing II,9,A,M,06:30PM,09:20PM,"Pittsburgh, Pennsylvania",CFA 307,TBA,
60774,M.F.A. Independent Study,5-10,A,TBA,TBA,TBA,"Pittsburgh, Pennsylvania",DNM,TBA,5
60791,M.F.A. Integrative Seminar,12,A,W,06:30PM,09:20PM,"Pittsburgh, Pennsylvania",CFA 307,"Rubin, Jon",3.963684211
70050,Study Abroad,VAR,A,TBA,TBA,TBA,"Pittsburgh, Pennsylvania",DNM,"Hollifield, George Burton",
70100,Global Business: For Business Majors,9,A,TR,10:30AM,11:50AM,"Pittsburgh, Pennsylvania",TPR 2611,"Lamont, David",3.803225806
70110,Business Computing,9,W,UT,01:30PM,02:50PM,"Doha, Qatar",CMB 1185,"Farooqi, Muhammad O\'Brien, John",3.728888889
70122,Introduction to Accounting,9,Lec 1,MW,12:30PM,01:20PM,"Pittsburgh, Pennsylvania",TPR 3801,"Ruchti, Thomas",3.759855072
70160,Graphic Media Management,9,A,TR,12:00PM,01:20PM,"Pittsburgh, Pennsylvania",SH  219,"Stanton, Anthony",4.205238095
70196,Publishing on the World Wide Web,9,A,TR,01:30PM,02:50PM,"Pittsburgh, Pennsylvania",PH  A18C,"Stanton, Anthony",4.0425
70201,Professional and Service Projects,9,A,F,09:00AM,10:20AM,"Pittsburgh, Pennsylvania",TPR 3801,"Lankford, John",3.335
70207,Probability and Statistics for Business Applications,9,W,UT,03:00PM,04:20PM,"Doha, Qatar",CMB 1185,"Park, Tae Yong",3.889677419
70208,Regression Analysis,9,Lec 1,MW,10:30AM,11:20AM,"Pittsburgh, Pennsylvania",TPR 3801,TBA,3.994782609
70311,Organizational Behavior,9,A,TR,09:00AM,10:20AM,"Pittsburgh, Pennsylvania",TPR 2700,"Shea, Catherine",4.026785714
70318,Managing Effective Work Teams This Section Cancelled,9,A,MW,12:00PM,01:20PM,"Pittsburgh, Pennsylvania",TPR 2610,TBA,4.5
70321,Negotiation and Conflict Resolution,9,A,MW,10:30AM,11:50AM,"Pittsburgh, Pennsylvania",TPR 2613,"Hyder, Elaine",4.326315789
70332,"Business, Society and Ethics",9,A,TR,03:00PM,04:20PM,"Pittsburgh, Pennsylvania",TPR 2611,"Tungate, David",3.953157895
70339,FinTech,9,A,MW,03:00PM,04:20PM,"Pittsburgh, Pennsylvania",TPR 2610,TBA,4.308333333
70340,Business Communications,9,A,TR,10:30AM,11:50AM,"Pittsburgh, Pennsylvania",TPR 2701,"Stark, V.Emily",4.15308642
70341,Team Communication and Leadership,9,A,TR,09:00AM,10:20AM,"Pittsburgh, Pennsylvania",TPR 2610,"Kraut, Robert",3.307142857
70345,Business Presentations,9,A,TR,10:30AM,11:50AM,"Pittsburgh, Pennsylvania",TPR 2702,"Bevins, Carla",4.439879518
70348,Cross-Cultural Business Communications,9,W,UT,03:00PM,04:20PM,"Doha, Qatar",TBA,"Mcginnis, J",4.356666667
70350,Acting for Business,9,A,TR,09:00AM,10:20AM,"Pittsburgh, Pennsylvania",TPR 2702,"Hitch, Geoffrey",4.493333333
70364,Business Law,9,A,M,06:30PM,09:20PM,"Pittsburgh, Pennsylvania",TPR 2611,"Tungate, David",4.156818182
70365,International Trade and International Law,9,A,W,06:30PM,09:20PM,"Pittsburgh, Pennsylvania",TPR 2610,"Early, Clifford",3.904285714
70371,Operations Management,9,A,MW,09:00AM,10:20AM,"Pittsburgh, Pennsylvania",TPR 2700,"Kekre, Sham",4.093541667
70376,Energy Systems,9,A,TR,10:30AM,11:50AM,"Pittsburgh, Pennsylvania",TPR 2610,"Apt, Jerome",4.322857143
70381,Marketing I,9,A,TR,09:00AM,10:20AM,"Pittsburgh, Pennsylvania",TPR 3801,"LI, HUI",3.80328125
70391,Finance,9,A,MW,12:00PM,01:20PM,"Pittsburgh, Pennsylvania",TPR 2700,"Davydiuk, Tetiana",3.916964286
70395,Funding Entrepreneurial Ventures,9,A,W,06:30PM,09:20PM,"Pittsburgh, Pennsylvania",TPR 2611,"Bollinger, Stephen",4.434
70398,International Finance,9,A,TR,03:00PM,04:20PM,"Pittsburgh, Pennsylvania",TPR 2701,"Illeditsch, Philipp",4.206363636
70401,Management Game,12,A,TR,09:00AM,10:20AM,"Pittsburgh, Pennsylvania",TPR 2611,"Lamont, David",4.482272727
70414,Entrepreneurship for Engineers,9,Lec 1,T,12:00PM,01:20PM,"Pittsburgh, Pennsylvania",TPR 2700,"Markovitz, Craig",4.181875
70415,Introduction to Entrepreneurship,9,A,TR,03:00PM,04:20PM,"Pittsburgh, Pennsylvania",TPR 3801,"Jones, Harris",4.269117647
70420,Entrepreneurship for Scientists,9,Lec 1,T,12:00PM,01:20PM,"Pittsburgh, Pennsylvania",TPR 2700,"Kaigler, William",4.127857143
70422,Managerial AccountingThis Section Cancelled,9,A,TBA,TBA,TBA,"Pittsburgh, Pennsylvania",TBA,TBA,4.35
70424,Corporate Financial Reporting,9,A,TR,12:00PM,01:20PM,"Pittsburgh, Pennsylvania",TPR 2701,"Karolyi, Stephen",4.003
70427,Modern Banks: Strategy and Regulation,9,A,TR,01:30PM,02:50PM,"Pittsburgh, Pennsylvania",TBA,"Liang, Jinghong",4.62
70428,Financial Statement Analysis,9,W,MW,04:30PM,05:50PM,"Doha, Qatar",CMB 3046,"O\'Brien, John",4.212105263
70430,International Management,9,W,MW,03:00PM,04:20PM,"Doha, Qatar",CMB 3035,"Cofield, Milton",4.043333333
70440,Corporate Strategy,9,W,UT,04:30PM,05:50PM,"Doha, Qatar",CMB 2147,"Farooqi, Muhammad",3.970833333
70447,Client Consulting Project: Strategic Management of the Enterprise,12,A,TBA,TBA,TBA,"Pittsburgh, Pennsylvania",DNM,"Kekre, Sunder",4.4
70449,"Social, Economic and Information Networks",9,A,TR,10:30AM,11:50AM,"Pittsburgh, Pennsylvania",TPR 2613,"Anderson, Katharine",4.028333333
70453,Business Technology for Consulting,9,A,MW,12:00PM,01:20PM,"Pittsburgh, Pennsylvania",TPR 2612,"Monroe, Robert",4.190769231
70460,Mathematical Models for Consulting,9,A,MW,01:30PM,02:50PM,"Pittsburgh, Pennsylvania",TPR 2701,TBA,4.270555556
70462,Stochastic Modeling and Simulations,9,W,MW,04:30PM,05:50PM,"Doha, Qatar",TBA,"Akan, Mustafa",4.36
70477,Real Options: Creating Value Beyond NPV,9,A,TR,01:30PM,02:50PM,"Pittsburgh, Pennsylvania",TPR 2702,"Secomandi, Nicola",4.5
70481,Marketing Research,9,A,MW,10:30AM,11:50AM,"Pittsburgh, Pennsylvania",TPR 2702,"Corder, Lloyd",4.389333333
70482,Pricing Strategy,9,A,MW,03:00PM,04:20PM,"Pittsburgh, Pennsylvania",TPR 2612,TBA,3.4175
